Season,Player,From_Club,To_Club,From_League,To_League,Fee
20/21,Ben Chilwell,leicester-city,fc-chelsea,GB1,GB1,50200000.0
20/21,Hakim Ziyech,ajax-amsterdam,fc-chelsea,NL1,GB1,40000000.0
20/21,Edouard Mendy,fc-stade-rennes,fc-chelsea,FR1,GB1,24000000.0
20/21,Álvaro Morata,fc-chelsea,atletico-madrid,GB1,ES1,35000000.0
20/21,Mario Pasalic,fc-chelsea,atalanta-bergamo,GB1,IT1,14500000.0
20/21,Nathan,fc-chelsea,clube-atletico-mineiro,GB1,BRA1,3000000.0
20/21,Eberechi Eze,queens-park-rangers,crystal-palace,GB2,GB1,17800000.0
20/21,Jack Butland,stoke-city,crystal-palace,GB2,GB1,1100000.0
20/21,Alexander Sørloth,crystal-palace,rasenballsport-leipzig,GB1,L1,20000000.0
20/21,Ben Godfrey,norwich-city,fc-everton,GB2,GB1,27500000.0
20/21,Allan,ssc-neapel,fc-everton,IT1,GB1,24600000.0
20/21,Abdoulaye Doucouré,fc-watford,fc-everton,GB2,GB1,22000000.0
20/21,Niels Nkounkou,olympique-marseille-b,fc-everton,CN2C,GB1,270000.0
20/21,Morgan Schneiderlin,fc-everton,ogc-nizza,GB1,FR1,2230000.0
20/21,Kieran Dowell,fc-everton,norwich-city,GB1,GB2,2200000.0
20/21,Harrison Reed,fc-southampton,fc-fulham,GB1,GB1,6500000.0
20/21,Terence Kongolo,huddersfield-town,fc-fulham,GB2,GB1,4400000.0
20/21,Kenny Tete,olympique-lyon,fc-fulham,FR1,GB1,3200000.0
20/21,Antonee Robinson,wigan-athletic,fc-fulham,GB3,GB1,2100000.0
20/21,Tosin Adarabioyo,manchester-city-u23,fc-fulham,,GB1,1650000.0
20/21,Rodrigo,fc-valencia,leeds-united,ES1,GB1,30000000.0
20/21,Jean-Kévin Augustin,rasenballsport-leipzig,leeds-united,L1,GB1,21000000.0
20/21,Diego Llorente,real-sociedad-san-sebastian,leeds-united,ES1,GB1,20000000.0
20/21,Raphinha,fc-stade-rennes,leeds-united,FR1,GB1,18600000.0
20/21,Hélder Costa,wolverhampton-wanderers,leeds-united,GB1,GB1,17700000.0
20/21,Robin Koch,sc-freiburg,leeds-united,L1,GB1,13000000.0
20/21,Illan Meslier,fc-lorient,leeds-united,FR1,GB1,6500000.0
20/21,Joe Gelhardt,wigan-athletic,leeds-united,GB3,GB1,1000000.0
20/21,Wesley Fofana,as-saint-etienne,leicester-city,FR1,GB1,35000000.0
20/21,Timothy Castagne,atalanta-bergamo,leicester-city,IT1,GB1,20900000.0
20/21,Demarai Gray,leicester-city,bayer-04-leverkusen,GB1,L1,2000000.0
20/21,Fousseni Diabaté,leicester-city,trabzonspor,GB1,TR1,1570000.0
20/21,Diogo Jota,wolverhampton-wanderers,fc-liverpool,GB1,GB1,44700000.0
20/21,Thiago,fc-bayern-munchen,fc-liverpool,L1,GB1,22000000.0
20/21,Konstantinos Tsimikas,olympiakos-piraus,fc-liverpool,GR1,GB1,13000000.0
20/21,Ben Davies,preston-north-end,fc-liverpool,GB2,GB1,1850000.0
20/21,Dejan Lovren,fc-liverpool,zenit-st-petersburg,GB1,RU1,12000000.0
20/21,Ovie Ejaria,fc-liverpool,fc-reading,GB1,GB2,3900000.0
20/21,Rúben Dias,benfica-lissabon,manchester-city,PO1,GB1,71600000.0
20/21,Nathan Aké,afc-bournemouth,manchester-city,GB2,GB1,45300000.0
20/21,Ferran Torres,fc-valencia,manchester-city,ES1,GB1,33500000.0
20/21,Nahuel Bustos,club-atletico-talleres,manchester-city,AR1N,GB1,6500000.0
20/21,Diego Rosa,gremio-porto-alegre-u20,manchester-city,,GB1,6000000.0
20/21,Yan Couto,coritiba-fc,manchester-city,BRA2,GB1,6000000.0
20/21,Issa Kaboré,kv-mechelen,manchester-city,BE1,GB1,4500000.0
20/21,Leroy Sané,manchester-city,fc-bayern-munchen,GB1,L1,49000000.0
20/21,Nicolás Otamendi,manchester-city,benfica-lissabon,GB1,PO1,15000000.0
20/21,Donny van de Beek,ajax-amsterdam,manchester-united,NL1,GB1,39000000.0
20/21,Amad Diallo,atalanta-bergamo,manchester-united,IT1,GB1,21300000.0
20/21,Alex Telles,fc-porto,manchester-united,PO1,GB1,15000000.0
20/21,Facundo Pellistri,ca-penarol,manchester-united,URUC,GB1,8500000.0
20/21,Chris Smalling,manchester-united,as-rom,GB1,IT1,15000000.0
20/21,Timothy Fosu-Mensah,manchester-united,bayer-04-leverkusen,GB1,L1,1700000.0
20/21,Callum Wilson,afc-bournemouth,newcastle-united,GB2,GB1,22250000.0
20/21,Jamal Lewis,norwich-city,newcastle-united,GB2,GB1,16500000.0
20/21,Dan Barlaser,newcastle-united,rotherham-united,GB1,GB2,275000.0
20/21,Rhian Brewster,fc-liverpool-u23,sheffield-united,,GB1,26000000.0
20/21,Aaron Ramsdale,afc-bournemouth,sheffield-united,GB2,GB1,20500000.0
20/21,Oliver Burke,west-bromwich-albion,sheffield-united,GB1,GB1,6500000.0
20/21,Jayden Bogle,derby-county,sheffield-united,GB2,GB1,3850000.0
20/21,Max Lowe,derby-county,sheffield-united,GB2,GB1,3850000.0
20/21,Ismaila Coulibaly,sarpsborg-08-ff,sheffield-united,NO1,GB1,2000000.0
20/21,Kyle Walker-Peters,tottenham-hotspur,fc-southampton,GB1,GB1,13300000.0
20/21,Ibrahima Diallo,stade-brest-29,fc-southampton,FR1,GB1,12000000.0
20/21,Mohammed Salisu,real-valladolid,fc-southampton,ES1,GB1,12000000.0
20/21,Pierre-Emile Højbjerg,fc-southampton,tottenham-hotspur,GB1,GB1,16600000.000000002
20/21,Giovani Lo Celso,real-betis-sevilla,tottenham-hotspur,ES1,GB1,32000000.0
20/21,Sergio Reguilón,real-madrid,tottenham-hotspur,ES1,GB1,30000000.0
20/21,Matt Doherty,wolverhampton-wanderers,tottenham-hotspur,GB1,GB1,16800000.0
20/21,Joe Rodon,swansea-city,tottenham-hotspur,GB2,GB1,12100000.0
20/21,Karlan Grant,huddersfield-town,west-bromwich-albion,GB2,GB1,16500000.0
20/21,Grady Diangana,west-ham-united,west-bromwich-albion,GB1,GB1,13500000.0
20/21,Matheus Pereira,sporting-lissabon,west-bromwich-albion,PO1,GB1,8250000.0
20/21,Cédric Kipré,wigan-athletic,west-bromwich-albion,GB3,GB1,1100000.0
20/21,Robert Snodgrass,west-ham-united,west-bromwich-albion,GB1,GB1,110000.0
20/21,Jonathan Leko,west-bromwich-albion,birmingham-city,GB1,GB2,1100000.0
20/21,Saïd Benrahma,fc-brentford,west-ham-united,GB2,GB1,23100000.0
20/21,Tomas Soucek,sk-slavia-prag,west-ham-united,TS1,GB1,16200000.0
20/21,Vladimir Coufal,sk-slavia-prag,west-ham-united,TS1,GB1,6000000.0
20/21,Frederik Alves,silkeborg-if,west-ham-united,DK2,GB1,1600000.0
20/21,Sébastien Haller,west-ham-united,ajax-amsterdam,GB1,NL1,22500000.0
20/21,Albian Ajeti,west-ham-united,celtic-glasgow,GB1,SC1,5500000.0
20/21,Jordan Hugill,west-ham-united,norwich-city,GB1,GB2,3300000.0
20/21,Josh Cullen,west-ham-united,rsc-anderlecht,GB1,BE1,500000.0
20/21,Fábio Silva,fc-porto,wolverhampton-wanderers,PO1,GB1,40000000.0
20/21,Nélson Semedo,fc-barcelona,wolverhampton-wanderers,ES1,GB1,32000000.0
20/21,Ki-Jana Hoever,fc-liverpool-u23,wolverhampton-wanderers,,GB1,9800000.0
20/21,Marçal,olympique-lyon,wolverhampton-wanderers,FR1,GB1,2000000.0
20/21,Toti,gd-estoril-praia,wolverhampton-wanderers,PO2,GB1,789000.0
21/22,Ben White,brighton-amp-hove-albion,fc-arsenal,GB1,GB1,58500000.0
21/22,Martin Ødegaard,real-madrid,fc-arsenal,ES1,GB1,35000000.0
21/22,Aaron Ramsdale,sheffield-united,fc-arsenal,GB2,GB1,28000000.0
21/22,Takehiro Tomiyasu,fc-bologna,fc-arsenal,IT1,GB1,18600000.0
21/22,Albert Sambi Lokonga,rsc-anderlecht,fc-arsenal,BE1,GB1,17500000.0
21/22,Nuno Tavares,benfica-lissabon,fc-arsenal,PO1,GB1,8000000.0
21/22,Auston Trusty,colorado-rapids,fc-arsenal,,GB1,1800000.0
21/22,Joe Willock,fc-arsenal,newcastle-united,GB1,GB1,29400000.0
21/22,Emiliano Buendía,norwich-city,aston-villa,GB1,GB1,38400000.0
21/22,Leon Bailey,bayer-04-leverkusen,aston-villa,L1,GB1,32000000.0
21/22,Lucas Digne,fc-everton,aston-villa,GB1,GB1,30000000.0
21/22,Danny Ings,fc-southampton,aston-villa,GB1,GB1,29400000.0
21/22,Jack Grealish,aston-villa,manchester-city,GB1,GB1,117500000.0
21/22,Ally Samatta,aston-villa,fenerbahce-istanbul,GB1,TR1,6000000.0
21/22,Björn Engels,aston-villa,royal-antwerpen-fc,GB1,BE1,3500000.0
21/22,Kristoffer Ajer,celtic-glasgow,fc-brentford,SC1,GB1,15700000.0
21/22,Yoane Wissa,fc-lorient,fc-brentford,FR1,GB1,10000000.0
21/22,Frank Onyeka,fc-midtjylland,fc-brentford,DKMR,GB1,10000000.0
21/22,Myles Peart-Harris,fc-chelsea-u23,fc-brentford,,GB1,1500000.0
21/22,Enock Mwepu,red-bull-salzburg,brighton-amp-hove-albion,A1,GB1,23000000.0
21/22,Marc Cucurella,fc-getafe,brighton-amp-hove-albion,ES1,GB1,18000000.0
21/22,Kacper Kozlowski,pogon-stettin,brighton-amp-hove-albion,PL1,GB1,11000000.0
21/22,Abdallah Sima,sk-slavia-prag,brighton-amp-hove-albion,TS1,GB1,8000000.0
21/22,Deniz Undav,royale-union-saint-gilloise,brighton-amp-hove-albion,BE1,GB1,7000000.0
21/22,Kjell Scherpen,ajax-amsterdam,brighton-amp-hove-albion,NL1,GB1,5000000.0
21/22,Kaoru Mitoma,kawasaki-frontale,brighton-amp-hove-albion,JAP1,GB1,3000000.0
21/22,Dan Burn,brighton-amp-hove-albion,newcastle-united,GB1,GB1,15000000.0
21/22,Percy Tau,brighton-amp-hove-albion,el-ahly-kairo,GB1,EGY1,1800000.0
21/22,Viktor Gyökeres,brighton-amp-hove-albion,coventry-city,GB1,GB2,1200000.0
21/22,Alireza Jahanbakhsh,brighton-amp-hove-albion,feyenoord-rotterdam,GB1,NL1,1000000.0
21/22,Jan Mlakar,brighton-amp-hove-albion,hnk-hajduk-split,GB1,KR1,300000.0
21/22,Wout Weghorst,vfl-wolfsburg,fc-burnley,L1,GB1,17500000.0
21/22,Maxwel Cornet,olympique-lyon,fc-burnley,FR1,GB1,15000000.0
21/22,Nathan Collins,stoke-city,fc-burnley,GB2,GB1,14000000.0
21/22,Connor Roberts,swansea-city,fc-burnley,GB2,GB1,2900000.0
21/22,Chris Wood,fc-burnley,newcastle-united,GB1,GB1,30000000.0
21/22,Ben Gibson,fc-burnley,norwich-city,GB1,GB1,9300000.0
21/22,Josh Benson,fc-burnley,fc-barnsley,GB1,GB2,1200000.0
21/22,Romelu Lukaku,inter-mailand,fc-chelsea,IT1,GB1,113000000.0
21/22,Tammy Abraham,fc-chelsea,as-rom,GB1,IT1,41000000.0
21/22,Kurt Zouma,fc-chelsea,west-ham-united,GB1,GB1,35000000.0
21/22,Fikayo Tomori,fc-chelsea,ac-mailand,GB1,IT1,34400000.0
21/22,Marc Guéhi,fc-chelsea,crystal-palace,GB1,GB1,23340000.0
21/22,Davide Zappacosta,fc-chelsea,atalanta-bergamo,GB1,IT1,7000000.0
21/22,Victor Moses,fc-chelsea,spartak-moskau,GB1,RU1,5000000.0
21/22,Olivier Giroud,fc-chelsea,ac-mailand,GB1,IT1,4800000.0
21/22,Joachim Andersen,olympique-lyon,crystal-palace,FR1,GB1,17500000.0
21/22,Odsonne Edouard,celtic-glasgow,crystal-palace,SC1,GB1,16300000.0
21/22,Jean-Philippe Mateta,1-fsv-mainz-05,crystal-palace,L1,GB1,11000000.0
21/22,Michael Olise,fc-reading,crystal-palace,GB2,GB1,9300000.0
21/22,Will Hughes,fc-watford,crystal-palace,GB1,GB1,7000000.0
21/22,Luke Plange,derby-county,crystal-palace,GB2,GB1,1180000.0
21/22,Vitaliy Mykolenko,dynamo-kiew,fc-everton,UKR1,GB1,23500000.0
21/22,Nathan Patterson,glasgow-rangers,fc-everton,SC1,GB1,14000000.0
21/22,Demarai Gray,bayer-04-leverkusen,fc-everton,L1,GB1,2000000.0
21/22,James Rodríguez,fc-everton,al-rayyan-sc,GB1,QSL,8000000.0
21/22,Bernard,fc-everton,sharjah-cultural-sports-club,GB1,UAE1,1000000.0
21/22,Daniel James,manchester-united,leeds-united,GB1,GB1,29100000.0
21/22,Junior Firpo,fc-barcelona,leeds-united,ES1,GB1,15000000.0
21/22,Jack Harrison,manchester-city,leeds-united,GB1,GB1,12800000.0
21/22,Kristoffer Klaesson,valerenga-fotball,leeds-united,NO1,GB1,2400000.0
21/22,Patson Daka,red-bull-salzburg,leicester-city,A1,GB1,30000000.0
21/22,Boubakary Soumaré,losc-lille,leicester-city,FR1,GB1,20000000.0
21/22,Jannik Vestergaard,fc-southampton,leicester-city,GB1,GB1,17600000.0
21/22,Rachid Ghezzal,leicester-city,besiktas-istanbul,GB1,TR1,3000000.0
21/22,Luis Díaz,fc-porto,fc-liverpool,PO1,GB1,47000000.0
21/22,Ibrahima Konaté,rasenballsport-leipzig,fc-liverpool,L1,GB1,40000000.0
21/22,Harry Wilson,fc-liverpool,fc-fulham,GB1,GB2,14000000.0
21/22,Taiwo Awoniyi,fc-liverpool,1-fc-union-berlin,GB1,L1,8550000.0
21/22,Xherdan Shaqiri,fc-liverpool,olympique-lyon,GB1,FR1,6000000.0
21/22,Julián Álvarez,club-atletico-river-plate,manchester-city,AR1N,GB1,21400000.0
21/22,Ferran Torres,manchester-city,fc-barcelona,GB1,ES1,55000000.0
21/22,Angeliño,manchester-city,rasenballsport-leipzig,GB1,L1,18000000.0
21/22,Lukas Nmecha,manchester-city,vfl-wolfsburg,GB1,L1,8000000.0
21/22,Jadon Sancho,borussia-dortmund,manchester-united,L1,GB1,85000000.0
21/22,Raphaël Varane,real-madrid,manchester-united,ES1,GB1,40000000.0
21/22,Cristiano Ronaldo,juventus-turin,manchester-united,IT1,GB1,17000000.0
21/22,Bruno Guimarães,olympique-lyon,newcastle-united,FR1,GB1,42100000.0
21/22,Kieran Trippier,atletico-madrid,newcastle-united,ES1,GB1,14000000.0
21/22,Christos Tzolis,paok-thessaloniki,norwich-city,GR1,GB1,11000000.0
21/22,Milot Rashica,sv-werder-bremen,norwich-city,L2,GB1,11000000.0
21/22,Josh Sargent,sv-werder-bremen,norwich-city,L2,GB1,9500000.0
21/22,Dimitrios Giannoulis,paok-thessaloniki,norwich-city,GR1,GB1,7500000.0
21/22,Angus Gunn,fc-southampton,norwich-city,GB1,GB1,5850000.0
21/22,Pierre Lees-Melou,ogc-nizza,norwich-city,FR1,GB1,3900000.0
21/22,Tino Livramento,fc-chelsea-u23,fc-southampton,,GB1,26200000.0
21/22,Adam Armstrong,blackburn-rovers,fc-southampton,GB2,GB1,17700000.0
21/22,Romain Perraud,stade-brest-29,fc-southampton,FR1,GB1,12000000.0
21/22,Lyanco,fc-turin,fc-southampton,IT1,GB1,7500000.0
21/22,Mario Lemina,fc-southampton,ogc-nizza,GB1,FR1,5500000.0
21/22,Michael Obafemi,fc-southampton,swansea-city,GB1,GB2,2000000.0
21/22,Emerson Royal,fc-barcelona,tottenham-hotspur,ES1,GB1,25000000.0
21/22,Bryan Gil,fc-sevilla,tottenham-hotspur,ES1,GB1,25000000.0
21/22,Rodrigo Bentancur,juventus-turin,tottenham-hotspur,IT1,GB1,19000000.0
21/22,Pape Matar Sarr,fc-metz,tottenham-hotspur,FR1,GB1,16900000.0
21/22,Juan Foyth,tottenham-hotspur,fc-villarreal,GB1,ES1,15000000.0
21/22,Toby Alderweireld,tottenham-hotspur,al-duhail-sc,GB1,QSL,13000000.0
21/22,Moussa Sissoko,tottenham-hotspur,fc-watford,GB1,GB1,3500000.0
21/22,Joe Hart,tottenham-hotspur,celtic-glasgow,GB1,SC1,1200000.0
21/22,Imrân Louza,fc-nantes,fc-watford,FR1,GB1,10000000.0
21/22,Maduka Okoye,sparta-rotterdam,fc-watford,NL1,GB1,5000000.0
21/22,Samir Caetano,udinese-calcio,fc-watford,IT1,GB1,5000000.0
21/22,Edo Kayembe,kas-eupen,fc-watford,BE1,GB1,4700000.0
21/22,Emmanuel Dennis,fc-brugge,fc-watford,BE1,GB1,4000000.0
21/22,Hassane Kamara,ogc-nizza,fc-watford,FR1,GB1,4000000.0
21/22,Yáser Asprilla,envigado-fc,fc-watford,COLP,GB1,3000000.0
21/22,Samuel Kalu,fc-girondins-bordeaux,fc-watford,FR1,GB1,3000000.0
21/22,Mattie Pollock,grimsby-town,fc-watford,CNAT,GB1,300000.0
21/22,Craig Dawson,fc-watford,west-ham-united,GB1,GB1,2300000.0
21/22,Isaac Success,fc-watford,udinese-calcio,GB1,IT1,1800000.0
21/22,Ben Wilmot,fc-watford,stoke-city,GB1,GB2,1750000.0
21/22,Nikola Vlašić,zska-moskau,west-ham-united,RU1,GB1,30000000.0
21/22,Felipe Anderson,west-ham-united,lazio-rom,GB1,IT1,3000000.0
21/22,Frederik Alves,west-ham-united,brondby-if,GB1,DKMR,1000000.0
21/22,Xande Silva,west-ham-united,nottingham-forest,GB1,GB2,235000.0
21/22,Rayan Aït-Nouri,sco-angers,wolverhampton-wanderers,FR1,GB1,11100000.0
21/22,José Sá,olympiakos-piraus,wolverhampton-wanderers,GR1,GB1,8000000.0
21/22,Yerson Mosquera,atletico-nacional,wolverhampton-wanderers,COLP,GB1,5200000.0
21/22,Chiquinho,gd-estoril-praia,wolverhampton-wanderers,PO1,GB1,3500000.0
21/22,Bendegúz Bolla,mol-fehervar-fc,wolverhampton-wanderers,UNG1,GB1,2000000.0
21/22,Sang-bin Jeong,suwon-samsung-bluewings,wolverhampton-wanderers,RSK1,GB1,1200000.0
21/22,Hayao Kawabe,grasshopper-club-zurich,wolverhampton-wanderers,C1,GB1,600000.0
21/22,Rafa Mir,wolverhampton-wanderers,fc-sevilla,GB1,ES1,16000000.0
21/22,Rui Patrício,wolverhampton-wanderers,as-rom,GB1,IT1,11800000.0
21/22,Owen Otasowie,wolverhampton-wanderers,fc-brugge,GB1,BE1,4000000.0
22/23,Gabriel Jesus,manchester-city,fc-arsenal,GB1,GB1,52200000.0
22/23,Oleksandr Zinchenko,manchester-city,fc-arsenal,GB1,GB1,35000000.0
22/23,Fábio Vieira,fc-porto,fc-arsenal,PO1,GB1,35000000.0
22/23,Leandro Trossard,brighton-amp-hove-albion,fc-arsenal,GB1,GB1,24000000.0
22/23,Jakub Kiwior,spezia-calcio,fc-arsenal,IT1,GB1,19500000.0
22/23,Jorginho,fc-chelsea,fc-arsenal,GB1,GB1,11300000.0
22/23,Matt Turner,new-england-revolution,fc-arsenal,MLS1,GB1,5900000.0
22/23,Marquinhos,fc-sao-paulo,fc-arsenal,BRA1,GB1,3500000.0
22/23,Mattéo Guendouzi,fc-arsenal,olympique-marseille,GB1,FR1,11000000.0
22/23,Lucas Torreira,fc-arsenal,galatasaray-istanbul,GB1,TR1,6000000.0
22/23,Bernd Leno,fc-arsenal,fc-fulham,GB1,GB1,3600000.0
22/23,Konstantinos Mavropanos,fc-arsenal,vfb-stuttgart,GB1,L1,3200000.0
22/23,Diego Carlos,fc-sevilla,aston-villa,ES1,GB1,31000000.0
22/23,Philippe Coutinho,fc-barcelona,aston-villa,ES1,GB1,20000000.0
22/23,Jhon Durán,chicago-fire-fc,aston-villa,MLS1,GB1,16640000.0
22/23,Leander Dendoncker,wolverhampton-wanderers,aston-villa,GB1,GB1,15000000.0
22/23,Álex Moreno,real-betis-sevilla,aston-villa,ES1,GB1,13500000.0
22/23,Robin Olsen,as-rom,aston-villa,IT1,GB1,3500000.0
22/23,Carney Chukwuemeka,aston-villa,fc-chelsea,GB1,GB1,18000000.0
22/23,Matt Targett,aston-villa,newcastle-united,GB1,GB1,17500000.0
22/23,Danny Ings,aston-villa,west-ham-united,GB1,GB1,12000000.0
22/23,Mahmoud Trezeguet,aston-villa,trabzonspor,GB1,TR1,4000000.0
22/23,Anwar El Ghazi,aston-villa,psv-eindhoven,GB1,NL1,2500000.0
22/23,Ilya Zabarnyi,dynamo-kiew,afc-bournemouth,UKR1,GB1,22700000.0
22/23,Dango Ouattara,fc-lorient,afc-bournemouth,FR1,GB1,22500000.0
22/23,Marcos Senesi,feyenoord-rotterdam,afc-bournemouth,NL1,GB1,15000000.0
22/23,Marcus Tavernier,fc-middlesbrough,afc-bournemouth,GB2,GB1,11900000.0
22/23,Antoine Semenyo,bristol-city,afc-bournemouth,GB2,GB1,10250000.0
22/23,Keane Lewis-Potter,hull-city,fc-brentford,GB2,GB1,19000000.0
22/23,Mikkel Damsgaard,sampdoria-genua,fc-brentford,IT1,GB1,15000000.0
22/23,Aaron Hickey,fc-bologna,fc-brentford,IT1,GB1,14250000.0
22/23,Marcus Forss,fc-brentford,fc-middlesbrough,GB1,GB2,3600000.0
22/23,Pervis Estupiñán,fc-villarreal,brighton-amp-hove-albion,ES1,GB1,17800000.0
22/23,Julio Enciso,club-libertad-asuncion,brighton-amp-hove-albion,PR1C,GB1,11600000.0
22/23,Billy Gilmour,fc-chelsea,brighton-amp-hove-albion,GB1,GB1,8300000.000000001
22/23,Simon Adingra,fc-nordsjaelland,brighton-amp-hove-albion,DKMR,GB1,8000000.0
22/23,Facundo Buonanotte,club-atletico-rosario-central,brighton-amp-hove-albion,AR1N,GB1,6000000.0
22/23,Yasin Ayari,aik-solna,brighton-amp-hove-albion,SE1,GB1,4000000.0
22/23,Marc Cucurella,brighton-amp-hove-albion,fc-chelsea,GB1,GB1,65300000.0
22/23,Yves Bissouma,brighton-amp-hove-albion,tottenham-hotspur,GB1,GB1,29200000.0
22/23,Neal Maupay,brighton-amp-hove-albion,fc-everton,GB1,GB1,11800000.0
22/23,Leo Østigård,brighton-amp-hove-albion,ssc-neapel,GB1,IT1,5500000.0
22/23,Matt Clarke,brighton-amp-hove-albion,fc-middlesbrough,GB1,GB2,2600000.0
22/23,Enzo Fernández,benfica-lissabon,fc-chelsea,PO1,GB1,121000000.0
22/23,Wesley Fofana,leicester-city,fc-chelsea,GB1,GB1,80400000.0
22/23,Mykhaylo Mudryk,shakhtar-donetsk,fc-chelsea,UKR1,GB1,70000000.0
22/23,Raheem Sterling,manchester-city,fc-chelsea,GB1,GB1,56200000.0
22/23,Kalidou Koulibaly,ssc-neapel,fc-chelsea,IT1,GB1,42000000.0
22/23,Benoît Badiashile,as-monaco,fc-chelsea,FR1,GB1,38000000.0
22/23,Noni Madueke,psv-eindhoven,fc-chelsea,NL1,GB1,35000000.0
22/23,Malo Gusto,olympique-lyon,fc-chelsea,FR1,GB1,30000000.0
22/23,Cesare Casadei,inter-mailand,fc-chelsea,IT1,GB1,14860000.0
22/23,Andrey Santos,vasco-da-gama-rio-de-janeiro,fc-chelsea,BRA1,GB1,12500000.0
22/23,Pierre-Emerick Aubameyang,fc-barcelona,fc-chelsea,ES1,GB1,12000000.0
22/23,David Datro Fofana,molde-fk,fc-chelsea,NO1,GB1,12000000.0
22/23,Gabriel Slonina,chicago-fire-fc,fc-chelsea,MLS1,GB1,9090000.0
22/23,Timo Werner,fc-chelsea,rasenballsport-leipzig,GB1,L1,20000000.0
22/23,Emerson,fc-chelsea,west-ham-united,GB1,GB1,15400000.0
22/23,Michy Batshuayi,fc-chelsea,fenerbahce-istanbul,GB1,TR1,3500000.0
22/23,Kenedy,fc-chelsea,real-valladolid,GB1,ES1,500000.0
22/23,Cheick Doucouré,rc-lens,crystal-palace,FR1,GB1,22600000.0
22/23,Naouirou Ahamada,vfb-stuttgart,crystal-palace,L1,GB1,12000000.0
22/23,Chris Richards,fc-bayern-munchen,crystal-palace,L1,GB1,12000000.0
22/23,Christian Benteke,crystal-palace,d-c-united,GB1,MLS1,5460000.0
22/23,Amadou Onana,losc-lille,fc-everton,FR1,GB1,35000000.0
22/23,Dwight McNeil,fc-burnley,fc-everton,GB2,GB1,17000000.0
22/23,James Garner,manchester-united,fc-everton,GB1,GB1,10400000.0
22/23,Idrissa Gueye,fc-paris-saint-germain,fc-everton,FR1,GB1,4000000.0
22/23,Richarlison,fc-everton,tottenham-hotspur,GB1,GB1,58000000.0
22/23,Anthony Gordon,fc-everton,newcastle-united,GB1,GB1,45600000.0
22/23,João Palhinha,sporting-lissabon,fc-fulham,PO1,GB1,21000000.0
22/23,Issa Diop,west-ham-united,fc-fulham,GB1,GB1,17800000.0
22/23,Saša Lukić,fc-turin,fc-fulham,IT1,GB1,9800000.0
22/23,Andreas Pereira,manchester-united,fc-fulham,GB1,GB1,9500000.0
22/23,Kevin Mbabu,vfl-wolfsburg,fc-fulham,L1,GB1,5500000.0
22/23,Carlos Vinícius,benfica-lissabon,fc-fulham,PO1,GB1,5000000.0
22/23,Frank Anguissa,fc-fulham,ssc-neapel,GB1,IT1,16000000.0
22/23,Fábio Carvalho,fc-fulham,fc-liverpool,GB1,GB1,5900000.0
22/23,Georginio Rutter,tsg-1899-hoffenheim,leeds-united,L1,GB1,34000000.0
22/23,Brenden Aaronson,red-bull-salzburg,leeds-united,A1,GB1,32840000.000000004
22/23,Luis Sinisterra,feyenoord-rotterdam,leeds-united,NL1,GB1,25000000.0
22/23,Tyler Adams,rasenballsport-leipzig,leeds-united,L1,GB1,17000000.0
22/23,Rasmus Kristensen,red-bull-salzburg,leeds-united,A1,GB1,13000000.0
22/23,Maximilian Wöber,red-bull-salzburg,leeds-united,A1,GB1,12000000.0
22/23,Marc Roca,fc-bayern-munchen,leeds-united,L1,GB1,12000000.0
22/23,Darko Gyabi,manchester-city-u23,leeds-united,,GB1,5800000.0
22/23,Wilfried Gnonto,fc-zurich,leeds-united,C1,GB1,4500000.0
22/23,Raphinha,leeds-united,fc-barcelona,GB1,ES1,58000000.0
22/23,Kalvin Phillips,leeds-united,manchester-city,GB1,GB1,49000000.0
22/23,Leif Davis,leeds-united,ipswich-town,GB1,GB3,1200000.0
22/23,Mateusz Bogusz,leeds-united,los-angeles-fc,GB1,MLS1,1000000.0
22/23,Harry Souttar,stoke-city,leicester-city,GB2,GB1,17000000.0
22/23,Wout Faes,stade-reims,leicester-city,FR1,GB1,17000000.0
22/23,Victor Kristiansen,fc-kopenhagen,leicester-city,DKMR,GB1,14000000.0
22/23,Kasper Schmeichel,leicester-city,ogc-nizza,GB1,FR1,1000000.0
22/23,Darwin Núñez,benfica-lissabon,fc-liverpool,PO1,GB1,85000000.0
22/23,Cody Gakpo,psv-eindhoven,fc-liverpool,NL1,GB1,42000000.0
22/23,Calvin Ramsay,aberdeen-fc,fc-liverpool,SC1,GB1,4900000.0
22/23,Sadio Mané,fc-liverpool,fc-bayern-munchen,GB1,L1,32000000.0
22/23,Neco Williams,fc-liverpool,nottingham-forest,GB1,GB1,20000000.0
22/23,Takumi Minamino,fc-liverpool,as-monaco,GB1,FR1,15000000.0
22/23,Marko Grujic,fc-liverpool,fc-porto,GB1,PO1,9000000.0
22/23,Ben Davies,fc-liverpool,glasgow-rangers,GB1,SC1,4700000.0
22/23,Erling Haaland,borussia-dortmund,manchester-city,L1,GB1,60000000.0
22/23,Manuel Akanji,borussia-dortmund,manchester-city,L1,GB1,20000000.0
22/23,Sergio Gómez,rsc-anderlecht,manchester-city,BE1,GB1,15000000.0
22/23,Máximo Perrone,club-atletico-velez-sarsfield,manchester-city,AR1N,GB1,11000000.0
22/23,Pedro Porro,manchester-city,sporting-lissabon,GB1,PO1,8770000.0
22/23,Ko Itakura,manchester-city,borussia-monchengladbach,GB1,L1,5000000.0
